date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:04:02	95/95	---MCZ	200	added ('OK')	text/plain	date:Thu,%2008%20Sep%202022%2006:52:40%20GMT	https://www.athenastudio.co/robots.txt		(from )
16:04:04	125935/125935	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Sep%202022%2010:34:05%20GMT	https://www.athenastudio.co/themes/royal-wp/index-image/	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/index-image/index.html	(from )
16:04:04	88932/88932	---MCZ	200	added ('OK')	text/css	etag:W/%2262cdb799-15b64%22	https://www.athenastudio.co/themes/royal-wp/wp-includes/css/dist/block-library/style.min.css?ver=3c42bb126a2d868ab061ccdaf8f35e1e	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-includes/css/dist/block-library/style.mincb5b.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:05	4933/4933	---MCZ	200	added ('OK')	text/css	etag:W/%22630cc24c-1345%22	https://www.athenastudio.co/themes/royal-wp/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=8.0.0	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style8c3f.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:05	209867/209867	---MCZ	200	added ('OK')	text/css	etag:W/%22630cc24c-333cb%22	https://www.athenastudio.co/themes/royal-wp/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=8.0.0	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style8c3f.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:06	2731/2731	---MCZ	200	added ('OK')	text/css	etag:W/%2262fb2520-aab%22	https://www.athenastudio.co/themes/royal-wp/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.2	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/plugins/contact-form-7/includes/css/styles4c7e.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:06	17809/17809	---MCZ	200	added ('OK')	text/css	etag:W/%22630cc24b-4591%22	https://www.athenastudio.co/themes/royal-wp/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=6.8.2	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/plugins/woocommerce/assets/css/woocommerce-layout6c2d.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:07	7043/7043	---MCZ	200	added ('OK')	text/css	etag:W/%22630cc24b-1b83%22	https://www.athenastudio.co/themes/royal-wp/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=6.8.2	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen6c2d.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:07	62755/62755	---MCZ	200	added ('OK')	text/css	etag:W/%22630cc24b-f523%22	https://www.athenastudio.co/themes/royal-wp/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=6.8.2	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/plugins/woocommerce/assets/css/woocommerce6c2d.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:08	121200/121200	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1f619-1d970%22	https://www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/library/bootstrap/css/bootstrap.min.css?ver=3c42bb126a2d868ab061ccdaf8f35e1e	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/library/bootstrap/css/bootstrap.mincb5b.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:08	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1f61f-e7d0%22	https://www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/library/fontawesome/css/all.min.css?ver=3c42bb126a2d868ab061ccdaf8f35e1e	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/library/fontawesome/css/all.mincb5b.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:09	8795/8795	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1f629-225b%22	https://www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/library/linea/arrows/styles.css?ver=3c42bb126a2d868ab061ccdaf8f35e1e	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/library/linea/arrows/stylescb5b.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:09	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1f632-1b27%22	https://www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/library/magnificpopup/magnific-popup.css?ver=3c42bb126a2d868ab061ccdaf8f35e1e	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/library/magnificpopup/magnific-popupcb5b.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:10	9244/9244	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1f635-241c%22	https://www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/library/ytplayer/css/jquery.mb.ytplayer.min.css?ver=3c42bb126a2d868ab061ccdaf8f35e1e	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/library/ytplayer/css/jquery.mb.ytplayer.mincb5b.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:10	72795/72795	---MCZ	200	added ('OK')	text/css	etag:W/%2262cfb667-11c5b%22	https://www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/css/style.css?ver=3c42bb126a2d868ab061ccdaf8f35e1e	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/assets/css/stylecb5b.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
16:04:11	5026/5026	---MCZ	200	added ('OK')	text/css	etag:W/%2262b1f63c-13a2%22	https://www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/style.css?ver=3c42bb126a2d868ab061ccdaf8f35e1e	E:/Web/Royal/www.athenastudio.co/themes/royal-wp/wp-content/themes/royal/stylecb5b.css	(from https://www.athenastudio.co/themes/royal-wp/index-image/)
